m_flow_pred,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,chiller_pipe_len,chiller_v_nominal
644.965848018753,444733.3333,385157,26.83636667,40.1702393421655,0.887403061648167
685.739963739005,451400,392072.3333,27.95028,40.1702393421655,0.887403061648167
700.124003549122,456000,395978.3333,28.53656333,40.1702393421655,0.887403061648167
703.686299535328,452700,392275.3333,28.68176,40.1702393421655,0.887403061648167
699.674045456031,451966.6667,391840.6667,28.51822333,40.1702393421655,0.887403061648167
686.415882787733,450100,389843.3333,27.97783,40.1702393421655,0.887403061648167
683.090097196875,457366.6667,397455,27.84227333,40.1702393421655,0.887403061648167
690.157524409809,463566.6667,403934.6667,28.13033667,40.1702393421655,0.887403061648167
698.304623565539,458766.6667,399247.6667,28.46240667,40.1702393421655,0.887403061648167
704.664317751439,454100,394561.6667,28.72162333,40.1702393421655,0.887403061648167
704.241919187495,449100,389352,28.70440667,40.1702393421655,0.887403061648167
698.452974027718,446900,386978,28.46845333,40.1702393421655,0.887403061648167
677.936262525626,440000,379514,27.63220667,40.1702393421655,0.887403061648167
664.514538220133,439666.6667,379397.6667,27.08514667,40.1702393421655,0.887403061648167
620.033734783988,438733.3333,377894,26.43029,40.1702393421655,0.887403061648167
610.010707598751,435366.6667,371846,26.00303667,40.1702393421655,0.887403061648167
610.010629245134,441600,379021,26.00303333,40.1702393421655,0.887403061648167
610.063060887037,444066.6667,383013,26.00519,40.1702393421655,0.887403061648167
610.101963881425,441866.6667,380875.6667,26.00692667,40.1702393421655,0.887403061648167
611.589903570898,442966.6667,382724.3333,26.07035333,40.1702393421655,0.887403061648167
611.292987937012,443466.6667,382927,26.05769667,40.1702393421655,0.887403061648167
610.034323207707,439900,377779,26.00404333,40.1702393421655,0.887403061648167
610.05316891839,438733.3333,376131,26.00484667,40.1702393421655,0.887403061648167
610.003748360413,440800,377690.3333,26.00274,40.1702393421655,0.887403061648167
610.042533901896,441366.6667,379572,26.00439333,40.1702393421655,0.887403061648167
610.380033926489,438933.3333,378616,26.01878,40.1702393421655,0.887403061648167
499.409612866244,442366.6667,381971.6667,26.72675333,90.0729925927781,1.2012020638552
500.193729131114,444833.3333,385272.3333,26.76871667,90.0729925927781,1.2012020638552
501.894444088162,448333.3333,388454.6667,26.85973333,90.0729925927781,1.2012020638552
506.165262079841,451366.6667,391493,27.08829333,90.0729925927781,1.2012020638552
504.395596568826,449600,389556.3333,26.99358667,90.0729925927781,1.2012020638552
501.446359982032,446466.6667,386168.6667,26.83575333,90.0729925927781,1.2012020638552
497.684854950056,444400,384547,26.63445,90.0729925927781,1.2012020638552
495.411171747972,457266.6667,397453.6667,26.51277,90.0729925927781,1.2012020638552
495.536926876053,470466.6667,410678.6667,26.5195,90.0729925927781,1.2012020638552
497.100925161434,473133.3333,413107,26.6032,90.0729925927781,1.2012020638552
476.195085527284,475300,415075,26.2483,90.0729925927781,1.2012020638552
491.533315917264,491633.3333,431800.3333,26.30524,90.0729925927781,1.2012020638552
491.458386485372,506266.6667,446499,26.30123,90.0729925927781,1.2012020638552
494.601829261425,489166.6667,429137.3333,26.46945667,90.0729925927781,1.2012020638552
499.959285896808,449266.6667,389496,26.75617,90.0729925927781,1.2012020638552
480.495451087003,430066.6667,369879.3333,26.48534,90.0729925927781,1.2012020638552
498.475636122383,430166.6667,370545,26.67677,90.0729925927781,1.2012020638552
501.567879292218,435200,374680.6667,26.84225667,90.0729925927781,1.2012020638552
477.327868372883,431700,372020,26.31074,90.0729925927781,1.2012020638552
498.308211586021,438466.6667,378298.6667,26.66781,90.0729925927781,1.2012020638552
480.452757111016,436700,376477.6667,26.48298667,90.0729925927781,1.2012020638552
473.062878490725,437200,376216.3333,26.07565,90.0729925927781,1.2012020638552
471.789737903725,438833.3333,377545.6667,26.00547333,90.0729925927781,1.2012020638552
473.903879527577,441533.3333,381509,26.12200667,90.0729925927781,1.2012020638552
501.457820705232,444733.3333,385157,26.83636667,90.0729925927781,1.2012020638552
522.272137029777,451400,392072.3333,27.95028,90.0729925927781,1.2012020638552
546.255882320766,456000,395978.3333,28.53656333,90.0729925927781,1.2012020638552
549.035281171613,452700,392275.3333,28.68176,90.0729925927781,1.2012020638552
545.904811341209,451966.6667,391840.6667,28.51822333,90.0729925927781,1.2012020638552
522.786929383308,450100,389843.3333,27.97783,90.0729925927781,1.2012020638552
520.253950471633,457366.6667,397455,27.84227333,90.0729925927781,1.2012020638552
525.636632521327,463566.6667,403934.6667,28.13033667,90.0729925927781,1.2012020638552
544.836351403873,458766.6667,399247.6667,28.46240667,90.0729925927781,1.2012020638552
549.798357475703,454100,394561.6667,28.72162333,90.0729925927781,1.2012020638552
549.468790682881,449100,389352,28.70440667,90.0729925927781,1.2012020638552
544.952098255165,446900,386978,28.46845333,90.0729925927781,1.2012020638552
516.328695089146,440000,379514,27.63220667,90.0729925927781,1.2012020638552
506.106464408416,439666.6667,379397.6667,27.08514667,90.0729925927781,1.2012020638552
479.496737264733,438733.3333,377894,26.43029,90.0729925927781,1.2012020638552
471.745532252552,435366.6667,371846,26.00303667,90.0729925927781,1.2012020638552
471.745471225159,441600,379021,26.00303333,90.0729925927781,1.2012020638552
471.786018824275,444066.6667,383013,26.00519,90.0729925927781,1.2012020638552
471.816104000835,441866.6667,380875.6667,26.00692667,90.0729925927781,1.2012020638552
472.966786333965,442966.6667,382724.3333,26.07035333,90.0729925927781,1.2012020638552
472.737170935034,443466.6667,382927,26.05769667,90.0729925927781,1.2012020638552
471.763794475404,439900,377779,26.00404333,90.0729925927781,1.2012020638552
471.778368926348,438733.3333,376131,26.00484667,90.0729925927781,1.2012020638552
471.740150501601,440800,377690.3333,26.00274,90.0729925927781,1.2012020638552
471.770143665656,441366.6667,379572,26.00439333,90.0729925927781,1.2012020638552
472.031146173018,438933.3333,378616,26.01878,90.0729925927781,1.2012020638552
583.656346258093,442366.6667,381971.6667,26.72675333,37.5656866574873,1.2780245210366
584.57273790886,444833.3333,385272.3333,26.76871667,37.5656866574873,1.2780245210366
586.560351454401,448333.3333,388454.6667,26.85973333,37.5656866574873,1.2780245210366
591.551624433909,451366.6667,391493,27.08829333,37.5656866574873,1.2780245210366
589.483431211242,449600,389556.3333,26.99358667,37.5656866574873,1.2780245210366
586.036678319177,446466.6667,386168.6667,26.83575333,37.5656866574873,1.2780245210366
581.640635533451,444400,384547,26.63445,37.5656866574873,1.2780245210366
578.983397743095,457266.6667,397453.6667,26.51277,37.5656866574873,1.2780245210366
579.130367174083,470466.6667,410678.6667,26.5195,37.5656866574873,1.2780245210366
580.958200104947,473133.3333,413107,26.6032,37.5656866574873,1.2780245210366
559.160427959881,475300,415075,26.2483,37.5656866574873,1.2780245210366
574.451376396121,491633.3333,431800.3333,26.30524,37.5656866574873,1.2780245210366
574.363806385227,506266.6667,446499,26.30123,37.5656866574873,1.2780245210366
578.037525092917,489166.6667,429137.3333,26.46945667,37.5656866574873,1.2780245210366
584.298744858459,449266.6667,389496,26.75617,37.5656866574873,1.2780245210366
564.210028087074,430066.6667,369879.3333,26.48534,37.5656866574873,1.2780245210366
582.564815145803,430166.6667,370545,26.67677,37.5656866574873,1.2780245210366
586.178697752916,435200,374680.6667,26.84225667,37.5656866574873,1.2780245210366
560.490571537996,431700,372020,26.31074,37.5656866574873,1.2780245210366
582.369147306255,438466.6667,378298.6667,26.66781,37.5656866574873,1.2780245210366
564.15989572815,436700,376477.6667,26.48298667,37.5656866574873,1.2780245210366
555.48251141999,437200,376216.3333,26.07565,37.5656866574873,1.2780245210366
553.987556375606,438833.3333,377545.6667,26.00547333,37.5656866574873,1.2780245210366
556.470035975284,441533.3333,381509,26.12200667,37.5656866574873,1.2780245210366
586.050072382548,444733.3333,385157,26.83636667,37.5656866574873,1.2780245210366
610.375610502299,451400,392072.3333,27.95028,37.5656866574873,1.2780245210366
636.328533703848,456000,395978.3333,28.53656333,37.5656866574873,1.2780245210366
639.566232441423,452700,392275.3333,28.68176,37.5656866574873,1.2780245210366
622.778306050125,451966.6667,391840.6667,28.51822333,37.5656866574873,1.2780245210366
610.977244807311,450100,389843.3333,27.97783,37.5656866574873,1.2780245210366
608.016971012982,457366.6667,397455,27.84227333,37.5656866574873,1.2780245210366
614.307671891758,463566.6667,403934.6667,28.13033667,37.5656866574873,1.2780245210366
634.674935689464,458766.6667,399247.6667,28.46240667,37.5656866574873,1.2780245210366
640.455133164285,454100,394561.6667,28.72162333,37.5656866574873,1.2780245210366
640.071223996241,449100,389352,28.70440667,37.5656866574873,1.2780245210366
621.691433005136,446900,386978,28.46845333,37.5656866574873,1.2780245210366
603.429554322955,440000,379514,27.63220667,37.5656866574873,1.2780245210366
591.482907963246,439666.6667,379397.6667,27.08514667,37.5656866574873,1.2780245210366
563.037312030426,438733.3333,377894,26.43029,37.5656866574873,1.2780245210366
537.710510936077,435366.6667,371846,26.00303667,37.5656866574873,1.2780245210366
537.71044186941,441600,379021,26.00303333,37.5656866574873,1.2780245210366
553.98319012771,444066.6667,383013,26.00519,37.5656866574873,1.2780245210366
554.018517238185,441866.6667,380875.6667,26.00692667,37.5656866574873,1.2780245210366
555.369676705749,442966.6667,382724.3333,26.07035333,37.5656866574873,1.2780245210366
555.100056564664,443466.6667,382927,26.05769667,37.5656866574873,1.2780245210366
537.73132826713,439900,377779,26.00404333,37.5656866574873,1.2780245210366
537.747940219773,438733.3333,376131,26.00484667,37.5656866574873,1.2780245210366
537.704376645356,440800,377690.3333,26.00274,37.5656866574873,1.2780245210366
537.738565810905,441366.6667,379572,26.00439333,37.5656866574873,1.2780245210366
554.271023862661,438933.3333,378616,26.01878,37.5656866574873,1.2780245210366
507.685336922492,442366.6667,381971.6667,26.72675333,126.005706478516,1.00812544182096
508.482448419205,444833.3333,385272.3333,26.76871667,126.005706478516,1.00812544182096
510.211346559118,448333.3333,388454.6667,26.85973333,126.005706478516,1.00812544182096
514.552935242866,451366.6667,391493,27.08829333,126.005706478516,1.00812544182096
512.753944912982,449600,389556.3333,26.99358667,126.005706478516,1.00812544182096
509.755837588678,446466.6667,386168.6667,26.83575333,126.005706478516,1.00812544182096
505.931999716884,444400,384547,26.63445,126.005706478516,1.00812544182096
503.620638174223,457266.6667,397453.6667,26.51277,126.005706478516,1.00812544182096
503.748478259762,470466.6667,410678.6667,26.5195,126.005706478516,1.00812544182096
505.338392607559,473133.3333,413107,26.6032,126.005706478516,1.00812544182096
498.596924442696,475300,415075,26.2483,126.005706478516,1.00812544182096
499.678522900286,491633.3333,431800.3333,26.30524,126.005706478516,1.00812544182096
499.602351448347,506266.6667,446499,26.30123,126.005706478516,1.00812544182096
502.797884740252,489166.6667,429137.3333,26.46945667,126.005706478516,1.00812544182096
508.244119658986,449266.6667,389496,26.75617,126.005706478516,1.00812544182096
503.099594992883,430066.6667,369879.3333,26.48534,126.005706478516,1.00812544182096
506.735884735444,430166.6667,370545,26.67677,126.005706478516,1.00812544182096
509.879370898983,435200,374680.6667,26.84225667,126.005706478516,1.00812544182096
499.782998195356,431700,372020,26.31074,126.005706478516,1.00812544182096
506.565686033694,438466.6667,378298.6667,26.66781,126.005706478516,1.00812544182096
503.054892807965,436700,376477.6667,26.48298667,126.005706478516,1.00812544182096
480.441771601046,437200,376216.3333,26.07565,126.005706478516,1.00812544182096
479.148773684221,438833.3333,377545.6667,26.00547333,126.005706478516,1.00812544182096
496.197933293863,441533.3333,381509,26.12200667,126.005706478516,1.00812544182096
509.767488288751,444733.3333,385157,26.83636667,126.005706478516,1.00812544182096
544.34918450621,451400,392072.3333,27.95028,126.005706478516,1.00812544182096
555.767420646934,456000,395978.3333,28.53656333,126.005706478516,1.00812544182096
558.595216548611,452700,392275.3333,28.68176,126.005706478516,1.00812544182096
555.410237652613,451966.6667,391840.6667,28.51822333,126.005706478516,1.00812544182096
531.450040339918,450100,389843.3333,27.97783,126.005706478516,1.00812544182096
528.875087309477,457366.6667,397455,27.84227333,126.005706478516,1.00812544182096
547.855901767909,463566.6667,403934.6667,28.13033667,126.005706478516,1.00812544182096
554.323173212617,458766.6667,399247.6667,28.46240667,126.005706478516,1.00812544182096
559.371579843995,454100,394561.6667,28.72162333,126.005706478516,1.00812544182096
559.036274617652,449100,389352,28.70440667,126.005706478516,1.00812544182096
554.440935706556,446900,386978,28.46845333,126.005706478516,1.00812544182096
524.884786939535,440000,379514,27.63220667,126.005706478516,1.00812544182096
514.49316317586,439666.6667,379397.6667,27.08514667,126.005706478516,1.00812544182096
502.053898143241,438733.3333,377894,26.43029,126.005706478516,1.00812544182096
479.10387761117,435366.6667,371846,26.00303667,126.005706478516,1.00812544182096
479.10381607168,441600,379021,26.00303333,126.005706478516,1.00812544182096
479.144996274475,444066.6667,383013,26.00519,126.005706478516,1.00812544182096
479.175549962144,441866.6667,380875.6667,26.00692667,126.005706478516,1.00812544182096
495.216756770611,442966.6667,382724.3333,26.07035333,126.005706478516,1.00812544182096
480.110984140735,443466.6667,382927,26.05769667,126.005706478516,1.00812544182096
479.122424781986,439900,377779,26.00404333,126.005706478516,1.00812544182096
479.137226323802,438733.3333,376131,26.00484667,126.005706478516,1.00812544182096
479.098414590517,440800,377690.3333,26.00274,126.005706478516,1.00812544182096
479.128873517287,441366.6667,379572,26.00439333,126.005706478516,1.00812544182096
479.393947137288,438933.3333,378616,26.01878,126.005706478516,1.00812544182096
522.436406039611,442366.6667,381971.6667,26.72675333,128.82298428718,0.927809414007463
523.256678074442,444833.3333,385272.3333,26.76871667,128.82298428718,0.927809414007463
525.035809247782,448333.3333,388454.6667,26.85973333,128.82298428718,0.927809414007463
529.503545702432,451366.6667,391493,27.08829333,128.82298428718,0.927809414007463
527.652284624375,449600,389556.3333,26.99358667,128.82298428718,0.927809414007463
524.567064143251,446466.6667,386168.6667,26.83575333,128.82298428718,0.927809414007463
520.632123604217,444400,384547,26.63445,128.82298428718,0.927809414007463
518.253605046112,457266.6667,397453.6667,26.51277,128.82298428718,0.927809414007463
518.385158525387,470466.6667,410678.6667,26.5195,128.82298428718,0.927809414007463
520.021269649245,473133.3333,413107,26.6032,128.82298428718,0.927809414007463
513.083925085973,475300,415075,26.2483,128.82298428718,0.927809414007463
514.196948892543,491633.3333,431800.3333,26.30524,128.82298428718,0.927809414007463
514.11856441252,506266.6667,446499,26.30123,128.82298428718,0.927809414007463
517.406946651051,489166.6667,429137.3333,26.46945667,128.82298428718,0.927809414007463
523.011419990271,449266.6667,389496,26.75617,128.82298428718,0.927809414007463
517.717421996557,430066.6667,369879.3333,26.48534,128.82298428718,0.927809414007463
521.459366307956,430166.6667,370545,26.67677,128.82298428718,0.927809414007463
524.694187689938,435200,374680.6667,26.84225667,128.82298428718,0.927809414007463
514.304459869134,431700,372020,26.31074,128.82298428718,0.927809414007463
521.28422253002,438466.6667,378298.6667,26.66781,128.82298428718,0.927809414007463
517.671420697144,436700,376477.6667,26.48298667,128.82298428718,0.927809414007463
509.709079681259,437200,376216.3333,26.07565,128.82298428718,0.927809414007463
508.337313872513,438833.3333,377545.6667,26.00547333,128.82298428718,0.927809414007463
510.615228703012,441533.3333,381509,26.12200667,128.82298428718,0.927809414007463
524.579053320684,444733.3333,385157,26.83636667,128.82298428718,0.927809414007463
561.012946475806,451400,392072.3333,27.95028,128.82298428718,0.927809414007463
585.501239452952,456000,395978.3333,28.53656333,128.82298428718,0.927809414007463
588.480324247497,452700,392275.3333,28.68176,128.82298428718,0.927809414007463
585.124946982119,451966.6667,391840.6667,28.51822333,128.82298428718,0.927809414007463
561.565925132066,450100,389843.3333,27.97783,128.82298428718,0.927809414007463
558.845055975713,457366.6667,397455,27.84227333,128.82298428718,0.927809414007463
577.166450171884,463566.6667,403934.6667,28.13033667,128.82298428718,0.927809414007463
583.979723555349,458766.6667,399247.6667,28.46240667,128.82298428718,0.927809414007463
589.298223424862,454100,394561.6667,28.72162333,128.82298428718,0.927809414007463
588.944979176341,449100,389352,28.70440667,128.82298428718,0.927809414007463
584.103786395291,446900,386978,28.46845333,128.82298428718,0.927809414007463
554.628635666409,440000,379514,27.63220667,128.82298428718,0.927809414007463
529.442036967286,439666.6667,379397.6667,27.08514667,128.82298428718,0.927809414007463
516.64134208853,438733.3333,377894,26.43029,128.82298428718,0.927809414007463
492.166885185684,435366.6667,371846,26.00303667,128.82298428718,0.927809414007463
508.289617866813,441600,379021,26.00303333,128.82298428718,0.927809414007463
508.333307208079,444066.6667,383013,26.00519,128.82298428718,0.927809414007463
508.365723125696,441866.6667,380875.6667,26.00692667,128.82298428718,0.927809414007463
509.605543857096,442966.6667,382724.3333,26.07035333,128.82298428718,0.927809414007463
509.358138432161,443466.6667,382927,26.05769667,128.82298428718,0.927809414007463
508.309360431024,439900,377779,26.00404333,128.82298428718,0.927809414007463
508.325064714643,438733.3333,376131,26.00484667,128.82298428718,0.927809414007463
508.283884093561,440800,377690.3333,26.00274,128.82298428718,0.927809414007463
508.316203198087,441366.6667,379572,26.00439333,128.82298428718,0.927809414007463
508.597423637902,438933.3333,378616,26.01878,128.82298428718,0.927809414007463
514.868909259087,442366.6667,381971.6667,26.72675333,112.337351594569,1.01992902799773
515.677298932583,444833.3333,385272.3333,26.76871667,112.337351594569,1.01992902799773
517.430660855667,448333.3333,388454.6667,26.85973333,112.337351594569,1.01992902799773
521.833680845739,451366.6667,391493,27.08829333,112.337351594569,1.01992902799773
520.00923421599,449600,389556.3333,26.99358667,112.337351594569,1.01992902799773
516.96870488275,446466.6667,386168.6667,26.83575333,112.337351594569,1.01992902799773
513.090761909762,444400,384547,26.63445,112.337351594569,1.01992902799773
510.746696160259,457266.6667,397453.6667,26.51277,112.337351594569,1.01992902799773
510.876344388154,470466.6667,410678.6667,26.5195,112.337351594569,1.01992902799773
512.488756283272,473133.3333,413107,26.6032,112.337351594569,1.01992902799773
505.651899251115,475300,415075,26.2483,112.337351594569,1.01992902799773
506.748801260248,491633.3333,431800.3333,26.30524,112.337351594569,1.01992902799773
506.67155182429,506266.6667,446499,26.30123,112.337351594569,1.01992902799773
509.912300549124,489166.6667,429137.3333,26.46945667,112.337351594569,1.01992902799773
515.435597641329,449266.6667,389496,26.75617,112.337351594569,1.01992902799773
510.218279657814,430066.6667,369879.3333,26.48534,112.337351594569,1.01992902799773
513.906022138905,430166.6667,370545,26.67677,112.337351594569,1.01992902799773
517.093988128751,435200,374680.6667,26.84225667,112.337351594569,1.01992902799773
506.854754302755,431700,372020,26.31074,112.337351594569,1.01992902799773
513.733413168182,438466.6667,378298.6667,26.66781,112.337351594569,1.01992902799773
510.172944695941,436700,376477.6667,26.48298667,112.337351594569,1.01992902799773
502.325938808245,437200,376216.3333,26.07565,112.337351594569,1.01992902799773
500.974042403352,438833.3333,377545.6667,26.00547333,112.337351594569,1.01992902799773
503.218961756541,441533.3333,381509,26.12200667,112.337351594569,1.01992902799773
516.98052082975,444733.3333,385157,26.83636667,112.337351594569,1.01992902799773
552.454773806403,451400,392072.3333,27.95028,112.337351594569,1.01992902799773
564.043032465852,456000,395978.3333,28.53656333,112.337351594569,1.01992902799773
566.912935592166,452700,392275.3333,28.68176,112.337351594569,1.01992902799773
563.680530418106,451966.6667,391840.6667,28.51822333,112.337351594569,1.01992902799773
552.999316848845,450100,389843.3333,27.97783,112.337351594569,1.01992902799773
550.319954187394,457366.6667,397455,27.84227333,112.337351594569,1.01992902799773
556.013706421801,463566.6667,403934.6667,28.13033667,112.337351594569,1.01992902799773
574.680608815751,458766.6667,399247.6667,28.46240667,112.337351594569,1.01992902799773
579.914417187228,454100,394561.6667,28.72162333,112.337351594569,1.01992902799773
579.566798765499,449100,389352,28.70440667,112.337351594569,1.01992902799773
562.69679511909,446900,386978,28.46845333,112.337351594569,1.01992902799773
532.311724466843,440000,379514,27.63220667,112.337351594569,1.01992902799773
521.773063036016,439666.6667,379397.6667,27.08514667,112.337351594569,1.01992902799773
509.157786377853,438733.3333,377894,26.43029,112.337351594569,1.01992902799773
485.473908615919,435366.6667,371846,26.00303667,112.337351594569,1.01992902799773
485.473846257796,441600,379021,26.00303333,112.337351594569,1.01992902799773
500.970093733417,444066.6667,383013,26.00519,112.337351594569,1.01992902799773
501.002039532969,441866.6667,380875.6667,26.00692667,112.337351594569,1.01992902799773
502.223901767458,442966.6667,382724.3333,26.07035333,112.337351594569,1.01992902799773
501.980082062755,443466.6667,382927,26.05769667,112.337351594569,1.01992902799773
485.492702535663,439900,377779,26.00404333,112.337351594569,1.01992902799773
485.507701258615,438733.3333,376131,26.00484667,112.337351594569,1.01992902799773
485.468370094849,440800,377690.3333,26.00274,112.337351594569,1.01992902799773
485.499237017443,441366.6667,379572,26.00439333,112.337351594569,1.01992902799773
501.23038466053,438933.3333,378616,26.01878,112.337351594569,1.01992902799773
648.592234103427,442366.6667,381971.6667,26.72675333,31.5333096822557,0.91514964643436
663.42625947121,444833.3333,385272.3333,26.76871667,31.5333096822557,0.91514964643436
665.681984027146,448333.3333,388454.6667,26.85973333,31.5333096822557,0.91514964643436
671.346533844908,451366.6667,391493,27.08829333,31.5333096822557,0.91514964643436
668.999357597847,449600,389556.3333,26.99358667,31.5333096822557,0.91514964643436
665.087672221987,446466.6667,386168.6667,26.83575333,31.5333096822557,0.91514964643436
646.352259689559,444400,384547,26.63445,31.5333096822557,0.91514964643436
643.399386753798,457266.6667,397453.6667,26.51277,31.5333096822557,0.91514964643436
643.562707241019,470466.6667,410678.6667,26.5195,31.5333096822557,0.91514964643436
645.593899368663,473133.3333,413107,26.6032,31.5333096822557,0.91514964643436
621.47893450826,475300,415075,26.2483,31.5333096822557,0.91514964643436
622.827098394326,491633.3333,431800.3333,26.30524,31.5333096822557,0.91514964643436
622.732153984081,506266.6667,446499,26.30123,31.5333096822557,0.91514964643436
642.348279132887,489166.6667,429137.3333,26.46945667,31.5333096822557,0.91514964643436
663.1153072946,449266.6667,389496,26.75617,31.5333096822557,0.91514964643436
642.733728010151,430066.6667,369879.3333,26.48534,31.5333096822557,0.91514964643436
